FY,fed_path,series_id,display_name,value,unit,row_role,source_basis,source_file,source_status,formula,replacement_only,official_value,residual_vs_official,availability_status
2025,No 2027 12c uplift,light_ruc_net_km,Light RUC net km,12273.983872,million km,bridge_input,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,12273.983872,0.0,available
2025,Selected rate,light_ruc_net_km,Light RUC net km,12273.983872,million km,bridge_input,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,12273.983872,0.0,available
2025,Current planned path,ped_fed_rate_path,PED/FED rate path,0.70024,NZD/L,bridge_input,Current planned path,fed_rate_paths.csv,source_backed,,False,,,available
2025,No 2027 12c uplift,ped_fed_rate_path,PED/FED rate path,0.70024,NZD/L,bridge_input,No 2027 12c uplift,fed_rate_paths.csv,source_backed,,False,,,available
2025,Selected rate,ped_fed_rate_path,PED/FED rate path,0.70024,NZD/L,bridge_input,Selected rate,fed_rate_paths.csv,source_backed,,False,,,available
2025,Current planned path,ped_litres_per_100km,PED litres per 100km,9.689723175174676,L/100km,bridge_input,ped_bridge,ped_bridge_inputs.csv,source_backed,,False,,,available
2025,No 2027 12c uplift,ped_litres_per_100km,PED litres per 100km,9.689723175174676,L/100km,bridge_input,ped_bridge,ped_bridge_inputs.csv,source_backed,,False,,,available
2025,Selected rate,ped_litres_per_100km,PED litres per 100km,9.689723175174676,L/100km,bridge_input,ped_bridge,ped_bridge_inputs.csv,source_backed,,False,,,available
2025,Current planned path,ped_source_backed_litres,PED source-backed litres,766.5449045994485,million L,bridge_input,current_finalist_model + ped_bridge,data/current_revenue_outlook/revenue_chart_rows.csv; ped_bridge_inputs.csv,source_backed,current PED total VKT * source-backed litres intensity / 100,False,,,available
2025,No 2027 12c uplift,ped_source_backed_litres,PED source-backed litres,766.5449045994485,million L,bridge_input,current_finalist_model + ped_bridge,data/current_revenue_outlook/revenue_chart_rows.csv; ped_bridge_inputs.csv,source_backed,current PED total VKT * source-backed litres intensity / 100,False,,,available
2025,Selected rate,ped_source_backed_litres,PED source-backed litres,766.5449045994485,million L,bridge_input,current_finalist_model + ped_bridge,data/current_revenue_outlook/revenue_chart_rows.csv; ped_bridge_inputs.csv,source_backed,current PED total VKT * source-backed litres intensity / 100,False,,,available
2025,Current planned path,ped_total_vkt,Total light petrol VKT,7910.906129530682,million km,bridge_input,current_finalist_model + ped_bridge,data/current_revenue_outlook/revenue_chart_rows.csv; ped_bridge_inputs.csv,source_backed,"current PED VKT per capita * population / 1,000,000",False,,,available
2025,No 2027 12c uplift,ped_total_vkt,Total light petrol VKT,7910.906129530682,million km,bridge_input,current_finalist_model + ped_bridge,data/current_revenue_outlook/revenue_chart_rows.csv; ped_bridge_inputs.csv,source_backed,"current PED VKT per capita * population / 1,000,000",False,,,available
2025,Selected rate,ped_total_vkt,Total light petrol VKT,7910.906129530682,million km,bridge_input,current_finalist_model + ped_bridge,data/current_revenue_outlook/revenue_chart_rows.csv; ped_bridge_inputs.csv,source_backed,"current PED VKT per capita * population / 1,000,000",False,,,available
2025,Current planned path,ped_vkt_per_capita,PED VKT per capita,1492.2554028144727,km/person,bridge_input,current_finalist_model,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,,False,,,available
2025,No 2027 12c uplift,ped_vkt_per_capita,PED VKT per capita,1492.2554028144727,km/person,bridge_input,current_finalist_model,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,,False,,,available
2025,Selected rate,ped_vkt_per_capita,PED VKT per capita,1492.2554028144727,km/person,bridge_input,current_finalist_model,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,,False,,,available
2025,Current planned path,population_count,Population count,5301308.4185256045,persons,bridge_input,ped_bridge,ped_bridge_inputs.csv,source_backed,,False,,,available
2025,No 2027 12c uplift,population_count,Population count,5301308.4185256045,persons,bridge_input,ped_bridge,ped_bridge_inputs.csv,source_backed,,False,,,available
2025,Selected rate,population_count,Population count,5301308.4185256045,persons,bridge_input,ped_bridge,ped_bridge_inputs.csv,source_backed,,False,,,available
2025,Current planned path,gross_fed_revenue,Gross FED revenue,2067.62792391,$m nominal ex GST,calculated_rollup,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,2067.62792391,0.0,available
2025,No 2027 12c uplift,gross_fed_revenue,Gross FED revenue,2067.62792391,$m nominal ex GST,calculated_rollup,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,2067.62792391,0.0,available
2025,Selected rate,gross_fed_revenue,Gross FED revenue,2067.62792391,$m nominal ex GST,calculated_rollup,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,2067.62792391,0.0,available
2025,Current planned path,net_fed_revenue,Net FED revenue,1997.7271466,$m nominal ex GST,calculated_rollup,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,1997.7271466,0.0,available
2025,No 2027 12c uplift,net_fed_revenue,Net FED revenue,1997.7271466,$m nominal ex GST,calculated_rollup,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,1997.7271466,0.0,available
2025,Selected rate,net_fed_revenue,Net FED revenue,1997.7271466,$m nominal ex GST,calculated_rollup,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,1997.7271466,0.0,available
2025,Current planned path,total_fed_ruc_net_revenue,Total FED+RUC net revenue,2489.6732592202025,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,net_fed_revenue + total_ruc_net_revenue,False,,,available
2025,No 2027 12c uplift,total_fed_ruc_net_revenue,Total FED+RUC net revenue,2489.6732592202025,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,net_fed_revenue + total_ruc_net_revenue,False,,,available
2025,Selected rate,total_fed_ruc_net_revenue,Total FED+RUC net revenue,2489.6732592202025,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,net_fed_revenue + total_ruc_net_revenue,False,,,available
2025,Current planned path,total_nltf_net_revenue,Total NLTF revenue,4357.214091969565,$m nominal ex GST,calculated_rollup,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,False,4357.214091969565,0.0,available
2025,No 2027 12c uplift,total_nltf_net_revenue,Total NLTF revenue,4357.214091969565,$m nominal ex GST,calculated_rollup,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,False,4357.214091969565,0.0,available
2025,Selected rate,total_nltf_net_revenue,Total NLTF revenue,4357.214091969565,$m nominal ex GST,calculated_rollup,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,False,4357.214091969565,0.0,available
2025,Current planned path,total_ruc_net_revenue,Total RUC all classes,1983.834506514348,$m nominal ex GST,calculated_rollup,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,False,1983.834506514348,0.0,available
2025,No 2027 12c uplift,total_ruc_net_revenue,Total RUC all classes,1983.834506514348,$m nominal ex GST,calculated_rollup,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,False,1983.834506514348,0.0,available
2025,Selected rate,total_ruc_net_revenue,Total RUC all classes,1983.834506514348,$m nominal ex GST,calculated_rollup,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,False,1983.834506514348,0.0,available
2025,Current planned path,gross_cng_revenue,Gross CNG revenue,0.0,$m nominal ex GST,fixed_mot_component,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,0.0,0.0,available
2025,No 2027 12c uplift,gross_cng_revenue,Gross CNG revenue,0.0,$m nominal ex GST,fixed_mot_component,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,0.0,0.0,available
2025,Selected rate,gross_cng_revenue,Gross CNG revenue,0.0,$m nominal ex GST,fixed_mot_component,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,0.0,0.0,available
2025,Current planned path,gross_lpg_revenue,Gross LPG revenue,40.94161913000001,$m nominal ex GST,fixed_mot_component,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,40.94161913000001,0.0,available
2025,No 2027 12c uplift,gross_lpg_revenue,Gross LPG revenue,40.94161913000001,$m nominal ex GST,fixed_mot_component,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,40.94161913000001,0.0,available
2025,Selected rate,gross_lpg_revenue,Gross LPG revenue,40.94161913000001,$m nominal ex GST,fixed_mot_component,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,40.94161913000001,0.0,available
2025,Current planned path,net_mvr_revenue,Net MVR revenue,359.5932010952174,$m nominal ex GST,fixed_mot_component,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,False,359.5932010952174,0.0,available
2025,No 2027 12c uplift,net_mvr_revenue,Net MVR revenue,359.5932010952174,$m nominal ex GST,fixed_mot_component,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,False,359.5932010952174,0.0,available
2025,Selected rate,net_mvr_revenue,Net MVR revenue,359.5932010952174,$m nominal ex GST,fixed_mot_component,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,False,359.5932010952174,0.0,available
2025,Current planned path,ruc_fixed_residual_net_revenue,RUC fixed residual,44.736955033898084,$m nominal ex GST,fixed_mot_component,official_befu25_annual,official_befu25_annual.csv,source_backed,official total RUC - official Light RUC - official Heavy RUC,False,,,available
2025,No 2027 12c uplift,ruc_fixed_residual_net_revenue,RUC fixed residual,44.736955033898084,$m nominal ex GST,fixed_mot_component,official_befu25_annual,official_befu25_annual.csv,source_backed,official total RUC - official Light RUC - official Heavy RUC,False,,,available
2025,Selected rate,ruc_fixed_residual_net_revenue,RUC fixed residual,44.736955033898084,$m nominal ex GST,fixed_mot_component,official_befu25_annual,official_befu25_annual.csv,source_backed,official total RUC - official Light RUC - official Heavy RUC,False,,,available
2025,Current planned path,tuc_net_revenue,TUC net revenue,17.09481038,$m nominal ex GST,fixed_mot_component,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,17.09481038,0.0,available
2025,No 2027 12c uplift,tuc_net_revenue,TUC net revenue,17.09481038,$m nominal ex GST,fixed_mot_component,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,17.09481038,0.0,available
2025,Selected rate,tuc_net_revenue,TUC net revenue,17.09481038,$m nominal ex GST,fixed_mot_component,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,17.09481038,0.0,available
2025,Current planned path,fed_refunds,FED refunds,69.90077731000001,$m nominal ex GST,fixed_mot_deduction,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,69.90077731000001,0.0,available
2025,No 2027 12c uplift,fed_refunds,FED refunds,69.90077731000001,$m nominal ex GST,fixed_mot_deduction,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,69.90077731000001,0.0,available
2025,Selected rate,fed_refunds,FED refunds,69.90077731000001,$m nominal ex GST,fixed_mot_deduction,source_actual_anchor,annual_actuals.csv,registered,source-backed complete annual actual anchor,False,69.90077731000001,0.0,available
2025,Current planned path,crown_top_up,Crown top-up / temporary fuel relief,,$m nominal ex GST,optional_overlay,quarterly_actuals_annual_sum,quarterly_actuals.csv,source_backed,sum quarterly Crown top-up rows by June year,False,,,missing
2025,No 2027 12c uplift,crown_top_up,Crown top-up / temporary fuel relief,,$m nominal ex GST,optional_overlay,quarterly_actuals_annual_sum,quarterly_actuals.csv,source_backed,sum quarterly Crown top-up rows by June year,False,,,missing
2025,Selected rate,crown_top_up,Crown top-up / temporary fuel relief,,$m nominal ex GST,optional_overlay,quarterly_actuals_annual_sum,quarterly_actuals.csv,source_backed,sum quarterly Crown top-up rows by June year,False,,,missing
2025,Current planned path,gross_ped_revenue,PED revenue,2026.68630478,$m nominal ex GST,replacement_line,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,True,2026.68630478,0.0,available
2025,No 2027 12c uplift,gross_ped_revenue,PED revenue,2026.68630478,$m nominal ex GST,replacement_line,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,True,2026.68630478,0.0,available
2025,Selected rate,gross_ped_revenue,PED revenue,2026.68630478,$m nominal ex GST,replacement_line,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,True,2026.68630478,0.0,available
2025,Current planned path,heavy_ruc_net_revenue,Heavy RUC revenue,1146.29680501,$m nominal ex GST,replacement_line,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,True,1146.29680501,0.0,available
2025,No 2027 12c uplift,heavy_ruc_net_revenue,Heavy RUC revenue,1146.29680501,$m nominal ex GST,replacement_line,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,True,1146.29680501,0.0,available
2025,Selected rate,heavy_ruc_net_revenue,Heavy RUC revenue,1146.29680501,$m nominal ex GST,replacement_line,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,True,1146.29680501,0.0,available
2025,Current planned path,light_ruc_net_revenue,Light RUC revenue,772.7835326347827,$m nominal ex GST,replacement_line,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,True,772.7835326347827,0.0,available
2025,No 2027 12c uplift,light_ruc_net_revenue,Light RUC revenue,772.7835326347827,$m nominal ex GST,replacement_line,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,True,772.7835326347827,0.0,available
2025,Selected rate,light_ruc_net_revenue,Light RUC revenue,772.7835326347827,$m nominal ex GST,replacement_line,source_actual_anchor,annual_actuals.csv,registered_alias,source-backed complete annual actual anchor,True,772.7835326347827,0.0,available
2026,Current planned path,heavy_ruc_effective_rate,Heavy RUC effective rate,279.5245602195486,"NZD/1,000 km",bridge_input,official_befu25_effective_rate,official_befu25_annual.csv,source_backed,"official Heavy RUC net revenue / official Heavy RUC net km * 1,000",False,,,available
2026,No 2027 12c uplift,heavy_ruc_effective_rate,Heavy RUC effective rate,279.5245602195486,"NZD/1,000 km",bridge_input,official_befu25_effective_rate,official_befu25_annual.csv,source_backed,"official Heavy RUC net revenue / official Heavy RUC net km * 1,000",False,,,available
2026,Selected rate,heavy_ruc_effective_rate,Heavy RUC effective rate,279.5245602195486,"NZD/1,000 km",bridge_input,official_befu25_effective_rate,official_befu25_annual.csv,source_backed,"official Heavy RUC net revenue / official Heavy RUC net km * 1,000",False,,,available
2026,Current planned path,heavy_ruc_net_km,Heavy RUC net km,4045.112836987535,million km,bridge_input,current_finalist_model,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,,False,,,available
2026,No 2027 12c uplift,heavy_ruc_net_km,Heavy RUC net km,4045.112836987535,million km,bridge_input,current_finalist_model,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,,False,,,available
2026,Selected rate,heavy_ruc_net_km,Heavy RUC net km,4045.112836987535,million km,bridge_input,current_finalist_model,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,,False,,,available
2026,Current planned path,light_ruc_effective_rate,Light RUC effective rate,67.79206773603723,"NZD/1,000 km",bridge_input,official_befu25_effective_rate,official_befu25_annual.csv,source_backed,"official Light RUC net revenue / official Light RUC net km * 1,000",False,,,available
2026,No 2027 12c uplift,light_ruc_effective_rate,Light RUC effective rate,67.79206773603723,"NZD/1,000 km",bridge_input,official_befu25_effective_rate,official_befu25_annual.csv,source_backed,"official Light RUC net revenue / official Light RUC net km * 1,000",False,,,available
2026,Selected rate,light_ruc_effective_rate,Light RUC effective rate,67.79206773603723,"NZD/1,000 km",bridge_input,official_befu25_effective_rate,official_befu25_annual.csv,source_backed,"official Light RUC net revenue / official Light RUC net km * 1,000",False,,,available
2026,Current planned path,light_ruc_net_km,Light RUC net km,12958.324485147517,million km,bridge_input,current_finalist_model,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,,False,,,available
2026,No 2027 12c uplift,light_ruc_net_km,Light RUC net km,12958.324485147517,million km,bridge_input,current_finalist_model,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,,False,,,available
2026,Selected rate,light_ruc_net_km,Light RUC net km,12958.324485147517,million km,bridge_input,current_finalist_model,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,,False,,,available
2026,Current planned path,ped_fed_rate_path,PED/FED rate path,0.70024,NZD/L,bridge_input,Current planned path,fed_rate_paths.csv,source_backed,,False,,,available
2026,No 2027 12c uplift,ped_fed_rate_path,PED/FED rate path,0.70024,NZD/L,bridge_input,No 2027 12c uplift,fed_rate_paths.csv,source_backed,,False,,,available
2026,Selected rate,ped_fed_rate_path,PED/FED rate path,0.70024,NZD/L,bridge_input,Selected rate,fed_rate_paths.csv,source_backed,,False,,,available
2026,Current planned path,ped_litres_per_100km,PED litres per 100km,9.77780468692004,L/100km,bridge_input,ped_bridge,ped_bridge_inputs.csv,source_backed,,False,,,available
2026,No 2027 12c uplift,ped_litres_per_100km,PED litres per 100km,9.77780468692004,L/100km,bridge_input,ped_bridge,ped_bridge_inputs.csv,source_backed,,False,,,available
2026,Selected rate,ped_litres_per_100km,PED litres per 100km,9.77780468692004,L/100km,bridge_input,ped_bridge,ped_bridge_inputs.csv,source_backed,,False,,,available
2026,Current planned path,ped_source_backed_litres,PED source-backed litres,796.0981130705005,million L,bridge_input,current_finalist_model + ped_bridge,data/current_revenue_outlook/revenue_chart_rows.csv; ped_bridge_inputs.csv,source_backed,current PED total VKT * source-backed litres intensity / 100,False,,,available
2026,No 2027 12c uplift,ped_source_backed_litres,PED source-backed litres,796.0981130705005,million L,bridge_input,current_finalist_model + ped_bridge,data/current_revenue_outlook/revenue_chart_rows.csv; ped_bridge_inputs.csv,source_backed,current PED total VKT * source-backed litres intensity / 100,False,,,available
2026,Selected rate,ped_source_backed_litres,PED source-backed litres,796.0981130705005,million L,bridge_input,current_finalist_model + ped_bridge,data/current_revenue_outlook/revenue_chart_rows.csv; ped_bridge_inputs.csv,source_backed,current PED total VKT * source-backed litres intensity / 100,False,,,available
2026,Current planned path,ped_total_vkt,Total light petrol VKT,8141.89011297655,million km,bridge_input,current_finalist_model + ped_bridge,data/current_revenue_outlook/revenue_chart_rows.csv; ped_bridge_inputs.csv,source_backed,"current PED VKT per capita * population / 1,000,000",False,,,available
2026,No 2027 12c uplift,ped_total_vkt,Total light petrol VKT,8141.89011297655,million km,bridge_input,current_finalist_model + ped_bridge,data/current_revenue_outlook/revenue_chart_rows.csv; ped_bridge_inputs.csv,source_backed,"current PED VKT per capita * population / 1,000,000",False,,,available
2026,Selected rate,ped_total_vkt,Total light petrol VKT,8141.89011297655,million km,bridge_input,current_finalist_model + ped_bridge,data/current_revenue_outlook/revenue_chart_rows.csv; ped_bridge_inputs.csv,source_backed,"current PED VKT per capita * population / 1,000,000",False,,,available
2026,Current planned path,ped_vkt_per_capita,PED VKT per capita,1542.3783473835922,km/person,bridge_input,current_finalist_model,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,,False,,,available
2026,No 2027 12c uplift,ped_vkt_per_capita,PED VKT per capita,1542.3783473835922,km/person,bridge_input,current_finalist_model,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,,False,,,available
2026,Selected rate,ped_vkt_per_capita,PED VKT per capita,1542.3783473835922,km/person,bridge_input,current_finalist_model,data/current_revenue_outlook/revenue_chart_rows.csv,source_backed,,False,,,available
2026,Current planned path,population_count,Population count,5278789.167902944,persons,bridge_input,ped_bridge,ped_bridge_inputs.csv,source_backed,,False,,,available
2026,No 2027 12c uplift,population_count,Population count,5278789.167902944,persons,bridge_input,ped_bridge,ped_bridge_inputs.csv,source_backed,,False,,,available
2026,Selected rate,population_count,Population count,5278789.167902944,persons,bridge_input,ped_bridge,ped_bridge_inputs.csv,source_backed,,False,,,available
2026,Current planned path,gross_fed_revenue,Gross FED revenue,600.2222589164952,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,gross_ped_revenue + MOT gross_lpg_revenue + MOT gross_cng_revenue,False,2011.63854607471,-1411.4162871582148,available
2026,No 2027 12c uplift,gross_fed_revenue,Gross FED revenue,600.2222589164952,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,gross_ped_revenue + MOT gross_lpg_revenue + MOT gross_cng_revenue,False,2011.63854607471,-1411.4162871582148,available
2026,Selected rate,gross_fed_revenue,Gross FED revenue,600.2222589164952,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,gross_ped_revenue + MOT gross_lpg_revenue + MOT gross_cng_revenue,False,2011.63854607471,-1411.4162871582148,available
2026,Current planned path,net_fed_revenue,Net FED revenue,524.7737822842494,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,gross_fed_revenue - MOT fed_refunds,False,1936.19006944247,-1411.4162871582207,available
2026,No 2027 12c uplift,net_fed_revenue,Net FED revenue,524.7737822842494,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,gross_fed_revenue - MOT fed_refunds,False,1936.19006944247,-1411.4162871582207,available
2026,Selected rate,net_fed_revenue,Net FED revenue,524.7737822842494,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,gross_fed_revenue - MOT fed_refunds,False,1936.19006944247,-1411.4162871582207,available
2026,Current planned path,total_fed_ruc_net_revenue,Total FED+RUC net revenue,2631.152953270165,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,net_fed_revenue + total_ruc_net_revenue,False,,,available
2026,No 2027 12c uplift,total_fed_ruc_net_revenue,Total FED+RUC net revenue,2631.152953270165,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,net_fed_revenue + total_ruc_net_revenue,False,,,available
2026,Selected rate,total_fed_ruc_net_revenue,Total FED+RUC net revenue,2631.152953270165,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,net_fed_revenue + total_ruc_net_revenue,False,,,available
2026,Current planned path,total_nltf_net_revenue,Total NLTF revenue,3111.1315080163877,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,net_fed_revenue + total_ruc_net_revenue + MOT net_mvr_revenue + MOT tuc_net_revenue,False,4569.88166803382,-1458.7501600174319,available
2026,No 2027 12c uplift,total_nltf_net_revenue,Total NLTF revenue,3111.1315080163877,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,net_fed_revenue + total_ruc_net_revenue + MOT net_mvr_revenue + MOT tuc_net_revenue,False,4569.88166803382,-1458.7501600174319,available
2026,Selected rate,total_nltf_net_revenue,Total NLTF revenue,3111.1315080163877,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,net_fed_revenue + total_ruc_net_revenue + MOT net_mvr_revenue + MOT tuc_net_revenue,False,4569.88166803382,-1458.7501600174319,available
2026,Current planned path,total_ruc_net_revenue,Total RUC all classes,2106.3791709859156,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,light_ruc_net_revenue + heavy_ruc_net_revenue + MOT fixed RUC residual,False,2155.43045448604,-49.051283500124555,available
2026,No 2027 12c uplift,total_ruc_net_revenue,Total RUC all classes,2106.3791709859156,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,light_ruc_net_revenue + heavy_ruc_net_revenue + MOT fixed RUC residual,False,2155.43045448604,-49.051283500124555,available
2026,Selected rate,total_ruc_net_revenue,Total RUC all classes,2106.3791709859156,$m nominal ex GST,calculated_rollup,current_hybrid_formula,current_hybrid_formula,source_backed,light_ruc_net_revenue + heavy_ruc_net_revenue + MOT fixed RUC residual,False,2155.43045448604,-49.051283500124555,available
2026,Current planned path,gross_cng_revenue,Gross CNG revenue,0.0,$m nominal ex GST,fixed_mot_component,official_befu25_annual,official_befu25_annual.csv,source_backed,,False,,,available
2026,No 2027 12c uplift,gross_cng_revenue,Gross CNG revenue,0.0,$m nominal ex GST,fixed_mot_component,official_befu25_annual,official_befu25_annual.csv,source_backed,,False,,,available
2026,Selected rate,gross_cng_revenue,Gross CNG revenue,0.0,$m nominal ex GST,fixed_mot_component,official_befu25_annual,official_befu25_annual.csv,source_backed,,False,,,available
2026,Current planned path,gross_lpg_revenue,Gross LPG revenue,42.7625162200079,$m nominal ex GST,fixed_mot_component,official_befu25_annual,official_befu25_annual.csv,source_backed,,False,,,available
2026,No 2027 12c uplift,gross_lpg_revenue,Gross LPG revenue,42.7625162200079,$m nominal ex GST,fixed_mot_component,official_befu25_annual,official_befu25_annual.csv,source_backed,,False,,,available
2026,Selected rate,gross_lpg_revenue,Gross LPG revenue,42.7625162200079,$m nominal ex GST,fixed_mot_component,official_befu25_annual,official_befu25_annual.csv,source_backed,,False,,,available
2026,Current planned path,net_mvr_revenue,Net MVR revenue,463.218084715237,$m nominal ex GST,fixed_mot_component,official_befu25_annual,official_befu25_annual.csv,source_backed,,False,,,available
2026,No 2027 12c uplift,net_mvr_revenue,Net MVR revenue,463.218084715237,$m nominal ex GST,fixed_mot_component,official_befu25_annual,official_befu25_annual.csv,source_backed,,False,,,available
